y,x0,x1,x2,x3,x4,x5,x6,x7
1.95,A0,A4,A1,122.0,125.0,9,A0,A1
7.5,A1,A2,A0,103.0,60.0,5,A0,A1
3.0,A1,A4,A1,150.0,150.0,10,A0,A1
1.55,A1,A2,A1,75.0,150.0,12,A2,A1
2.5,A0,A0,A2,0.0,150.0,0,A1,A2
13.5,A0,A8,A1,140.0,100.0,2,A1,A1
0.45,A0,A4,A1,0.0,150.0,0,A0,A1
2.5,A1,A4,A1,105.0,150.0,5,A0,A1
2.95,A0,A4,A1,95.0,90.0,5,A0,A2
9.999,A0,A0,A0,140.0,150.0,11,A1,A1
1.4,A0,A4,A1,,100.0,3,A0,A1
0.3,A0,A4,A1,95.0,90.0,12,A0,A2
0.95,A1,A0,A1,125.0,150.0,6,A0,A1
0.15,A0,,A1,0.0,150.0,12,A0,A2
5.0,A0,A4,A1,116.0,150.0,8,A0,A1
3.65,A0,A4,A0,250.0,150.0,7,A0,A0
2.555,A0,A8,A1,,150.0,12,A0,A1
10.999,A0,A8,A0,150.0,150.0,6,A1,A1
1.2,A0,A2,A1,58.0,150.0,11,A0,A1
6.3,A0,A6,A1,170.0,150.0,7,A0,A1
17.5,A0,A8,A1,105.0,20.0,3,A0,A1
0.999,A0,A7,A1,0.0,125.0,12,A0,A2
26.5,A1,A3,A1,295.0,80.0,5,A0,A1
2.4,A0,A3,A1,116.0,150.0,3,A0,A1
35.45,A0,A6,A0,211.0,50.0,6,A0,A1
5.3,A1,A2,A1,69.0,100.0,5,A0,A1
1.4,A0,A0,A1,115.0,150.0,8,A1,A1
0.799,A0,A2,A1,64.0,80.0,0,A0,A0
5.5,A1,A6,A1,116.0,150.0,11,A0,A0
1.7,A0,A7,A0,,150.0,0,A1,A2
14.4,A0,A0,A0,184.0,100.0,4,A1,A1
1.7,A0,A2,A1,60.0,150.0,10,A0,A1
1.4,A1,A0,A1,,125.0,10,A0,A1
4.9,A1,A4,A0,192.0,150.0,6,A0,A1
5.799,A0,A2,A1,80.0,60.0,1,A0,A1
28.95,A0,,A0,245.0,125.0,11,A1,A0
0.5,A1,A8,A1,0.0,150.0,8,A0,A0
12.2,A0,A5,A0,286.0,100.0,12,A1,A1
6.0,A0,A6,A1,197.0,125.0,12,A0,A1
1.55,A1,A0,A1,75.0,150.0,6,A0,A1
11.49,A0,A8,A0,122.0,40.0,1,A0,A0
0.6,A1,A7,A1,0.0,150.0,7,A0,A1
6.999,A1,A8,A1,102.0,80.0,5,A0,A1
1.0,A0,A7,A1,0.0,150.0,0,A0,A2
1.25,A0,A2,A2,0.0,20.0,11,A0,A1
4.7,A1,A2,A1,90.0,150.0,8,A1,A1
7.7,A0,A6,A1,,40.0,3,A0,A1
3.95,A1,A8,A1,0.0,150.0,11,A1,A1
0.001,A0,A2,A1,0.0,150.0,12,A0,A2
2.1,A0,A2,A1,75.0,150.0,8,A1,A1
7.0,A1,A3,A0,184.0,20.0,8,A0,A1
1.666,A0,A4,A1,50.0,30.0,8,A0,A2
0.6,A1,A2,A2,0.0,150.0,10,A2,A1
0.9,A1,A7,A1,101.0,150.0,6,A2,A2
2.7,A1,A2,A1,0.0,70.0,3,A0,A2
0.9,A0,A3,A1,0.0,150.0,7,A0,A1
1.0,A0,A4,A1,174.0,150.0,10,A0,A1
0.199,A0,A7,A2,0.0,5.0,1,A2,A2
10.4,A0,A6,A1,150.0,100.0,9,A0,A1
5.0,A1,A2,A1,0.0,150.0,9,A0,A1
13.5,A0,A3,A0,185.0,70.0,4,A0,A1
24.5,A1,A5,A0,,125.0,2,A1,A1
0.699,A1,A2,A1,114.0,150.0,5,A0,A1
3.75,A0,A6,A1,136.0,150.0,2,A0,A2
59.5,A0,A3,A0,313.0,60.0,4,A1,A1
19.9,A0,A0,A1,110.0,30.0,12,A1,A1
9.8,A0,A4,A1,163.0,150.0,5,A1,A1
12.49,A0,A4,A1,150.0,100.0,7,A1,A1
21.5,A0,A4,A1,,60.0,10,A0,A1
12.5,A1,A6,A0,140.0,60.0,3,A0,A1
5.9,A0,A4,A1,102.0,125.0,12,A0,A1
11.499,A1,A0,A0,143.0,150.0,8,A1,A1
2.15,A0,A4,A1,125.0,150.0,2,A0,A1
1.8,A0,A7,A2,0.0,150.0,9,A0,A2
1.25,A1,A2,A1,,150.0,7,A0,A1
5.9,A1,A0,A1,165.0,150.0,9,A0,A1
1.75,A0,A3,A0,116.0,5.0,9,A0,A1
1.6,A0,A4,A1,170.0,150.0,5,A0,A1
3.499,A1,A7,A2,0.0,150.0,0,A0,A2
5.99,A1,A4,A1,105.0,125.0,12,A0,A1
1.45,A0,A0,A1,116.0,150.0,0,A1,A0
11.0,A1,A4,A1,0.0,150.0,5,A1,A2
1.75,A1,A4,A1,101.0,150.0,4,A0,A2
18.5,A1,A3,A1,306.0,125.0,12,A0,A1
3.95,A1,A2,A1,69.0,150.0,5,A0,A1
5.399,A0,A0,A2,0.0,125.0,3,A2,A2
4.39,A0,A2,A1,60.0,40.0,6,A0,A1
2.199,A0,A4,A1,90.0,150.0,9,A0,A1
9.65,A0,A2,A1,95.0,90.0,5,A1,A1
5.999,A0,A4,A1,60.0,40.0,12,A0,A1
4.0,A1,A4,A1,163.0,150.0,6,A1,A1
0.55,A0,A2,A1,60.0,150.0,12,A2,A0
0.0,A1,,A0,160.0,150.0,2,A3,A2
24.75,A0,A4,A1,218.0,30.0,2,A0,A1
18.099,A0,A4,A0,211.0,60.0,5,A0,A1
0.999,A1,A3,A0,136.0,150.0,0,A0,A0
3.7,A1,A7,A0,0.0,50.0,7,A1,A2
9.9,A1,,A1,170.0,150.0,11,A1,A1
1.25,A1,A7,A1,113.0,150.0,10,A0,A1
13.5,A1,,A0,204.0,150.0,5,A1,A1
8.2,A1,A2,A1,60.0,30.0,3,A0,A2
9.2,A0,A2,A1,90.0,90.0,10,A1,A1
15.2,A1,A3,A0,177.0,150.0,9,A1,A1
6.0,A0,A0,A1,150.0,125.0,4,A1,A2
0.5,A1,A5,A1,0.0,125.0,0,A0,A2
0.998,A0,A2,A1,54.0,150.0,8,A0,A1
0.0,A1,A7,A1,150.0,150.0,0,A2,A2
7.6,A0,A4,A1,116.0,90.0,6,A0,A1
3.5,A0,A4,A1,0.0,5.0,0,A0,A2
2.95,A1,A0,A1,136.0,150.0,12,A1,A1
2.999,A1,,A1,101.0,125.0,9,A1,A1
0.555,A0,A4,A1,113.0,150.0,7,A0,A1
0.65,A0,A0,A1,116.0,150.0,8,A0,A1
0.7,A0,A4,A1,88.0,150.0,3,A0,A1
1.4,A0,,A1,75.0,150.0,7,A0,A1
0.0,A0,A4,A1,100.0,150.0,1,A3,A1
4.595,A0,A0,A1,105.0,150.0,3,A0,A1
1.19,A0,A5,A1,80.0,125.0,8,A0,A0
0.001,A0,A7,A2,0.0,60.0,0,A0,A2
12.499,A1,A4,A1,122.0,80.0,10,A0,A1
10.599,A0,A5,A1,140.0,150.0,1,A1,A1
6.29,A1,A0,A0,,150.0,3,A1,A1
2.8,A0,A7,A1,60.0,90.0,3,A0,A2
3.39,A0,A4,A1,90.0,150.0,7,A0,A1
1.95,A0,,A1,75.0,150.0,12,A0,A0
16.0,A1,A4,A0,150.0,20.0,3,A1,A1
15.5,A1,A3,A0,272.0,150.0,1,A0,A2
1.2,A1,A7,A1,88.0,150.0,5,A1,A1
5.9,A0,A5,A1,82.0,20.0,6,A0,A1
2.1,A1,A8,A1,,150.0,1,A1,A1
3.9,A0,A6,A1,109.0,125.0,9,A1,A1
5.9,A1,A0,A1,179.0,150.0,12,A1,A0
3.7,A0,A6,A1,141.0,125.0,1,A0,A0
2.8,A1,A2,A0,73.0,80.0,6,A0,A1
3.599,A0,A8,A1,,150.0,8,A1,A1
5.999,A0,A4,A1,129.0,30.0,5,A0,A1
2.65,A0,,A1,67.0,150.0,5,A2,A1
1.3,A1,A2,A1,60.0,150.0,7,A0,A1
0.008,A0,A7,A2,0.0,20.0,0,A2,A2
5.0,A0,A4,A2,150.0,150.0,10,A1,A1
7.499,A0,A3,A1,0.0,80.0,0,A0,A1
0.6,A1,A0,A1,,150.0,3,A0,A0
0.3,A0,A4,A1,0.0,150.0,0,A0,A1
0.699,A0,,A2,0.0,150.0,0,A2,A2
1.0,A0,A0,A1,150.0,150.0,6,A1,A0
0.6,A1,A7,A1,,150.0,0,A0,A2
0.35,A0,A2,A1,75.0,150.0,12,A0,A1
7.9,A0,A0,A1,122.0,70.0,7,A0,A1
0.0,A1,A7,A1,60.0,150.0,3,A2,A1
1.6,A0,A7,A1,101.0,150.0,0,A0,A2
25.999,A0,A4,A0,245.0,150.0,0,A1,A2
25.999,A0,A8,A1,114.0,150.0,8,A1,A1
3.333,A1,A0,A1,136.0,150.0,1,A1,A1
10.5,A0,A8,A1,77.0,100.0,1,A0,A1
7.7,A0,A3,A1,0.0,150.0,4,A0,A1
2.8,A0,,A1,74.0,80.0,3,A0,A1
0.15,A0,A2,A1,50.0,150.0,0,A0,A2
7.8,A0,A4,A1,143.0,125.0,9,A0,A1
9.6,A1,A0,A1,109.0,80.0,4,A1,A1
5.8,A1,A6,A1,105.0,125.0,10,A0,A1
1.4,A1,A3,A1,101.0,150.0,1,A0,A1
3.4,A1,A4,A1,134.0,150.0,0,A0,A2
2.759,A0,A2,A1,60.0,90.0,2,A0,A2
1.35,A0,A8,A1,0.0,125.0,10,A0,A0
1.1,A0,A2,A1,60.0,150.0,3,A0,A1
0.45,A1,A3,A0,136.0,150.0,7,A2,A2
2.25,A1,A4,A0,102.0,150.0,6,A0,A1
3.0,A1,A0,A0,170.0,150.0,6,A1,A1
0.6,A1,A0,A1,150.0,150.0,6,A1,A1
3.725,A0,A0,A1,155.0,150.0,11,A1,A1
7.5,A0,A0,A1,140.0,150.0,7,A1,A1
3.2,A0,A2,A2,0.0,150.0,0,A1,A2
6.0,A0,A4,A0,0.0,30.0,7,A0,A1
7.2,A1,A8,A1,131.0,150.0,7,A1,A1
1.0,A1,A4,A1,116.0,150.0,0,A0,A1
9.9,A0,A4,A0,0.0,150.0,6,A1,A1
2.39,A1,,A1,140.0,150.0,4,A0,A1
6.2,A1,A2,A1,68.0,50.0,5,A0,A1
7.4,A0,A6,A1,102.0,80.0,8,A0,A1
17.7,A1,A0,A0,170.0,150.0,11,A1,A1
0.25,A0,A4,A1,,150.0,7,A0,A1
1.0,A1,A2,A1,75.0,150.0,5,A0,A1
14.9,A0,A7,A0,211.0,125.0,8,A0,A2
3.8,A0,A0,A1,163.0,150.0,3,A1,A1
12.9,A0,,A1,177.0,150.0,11,A1,A1
0.55,A0,A0,A1,69.0,150.0,11,A1,A1
2.35,A0,A2,A1,75.0,150.0,2,A0,A1
10.9,A1,A8,A1,175.0,150.0,0,A1,A2
1.899,A1,A2,A1,58.0,150.0,6,A0,A1
0.0,A0,A4,A1,60.0,150.0,0,A0,A1
2.6,A0,A4,A1,179.0,150.0,10,A1,A1
0.5,A0,A0,A1,90.0,150.0,12,A0,A1
0.0,A1,A0,A1,90.0,150.0,8,A1,A1
12.0,A0,A0,A0,200.0,125.0,9,A0,A1
0.0,A0,A0,A1,0.0,150.0,8,A1,A2
5.2,A0,A4,A0,272.0,150.0,10,A0,A2
3.2,A1,A2,A1,,125.0,4,A0,A1
1.499,A0,A4,A1,150.0,125.0,12,A0,A1
1.4,A1,A4,A1,136.0,150.0,12,A1,A0
2.85,A0,A5,A1,140.0,150.0,9,A1,A1
9.0,A1,A4,A1,110.0,150.0,11,A1,A1
1.89,A1,A4,A1,150.0,150.0,0,A0,A1
10.0,A0,A6,A1,192.0,150.0,10,A0,A1
0.85,A0,A0,A1,68.0,90.0,2,A0,A1
2.4,A1,A0,A0,163.0,150.0,2,A0,A2
1.8,A1,A4,A1,125.0,90.0,3,A0,A1
0.799,A0,,A1,0.0,150.0,10,A0,A1
12.75,A0,A4,A0,143.0,100.0,11,A1,A1
1.75,A0,A0,A1,136.0,150.0,9,A0,A1
0.95,A1,A2,A1,60.0,150.0,0,A0,A1
8.0,A0,A2,A1,82.0,20.0,5,A0,A1
4.999,A0,,A0,140.0,150.0,6,A1,A1
1.45,A1,A6,A1,75.0,150.0,4,A0,A1
0.7,A1,A0,A1,109.0,150.0,8,A1,A1
1.25,A1,A4,A1,113.0,150.0,11,A1,A1
0.2,A1,A2,A0,0.0,150.0,6,A0,A0
0.5,A1,A2,A1,45.0,150.0,3,A0,A1
0.0,A0,A0,A0,0.0,125.0,10,A1,A2
3.5,A0,A0,A1,140.0,150.0,7,A1,A2
36.65,A1,A6,A0,170.0,20.0,2,A0,A1
0.95,A0,A8,A1,90.0,125.0,9,A0,A0
0.59,A1,,A0,60.0,150.0,2,A0,A1
2.9,A0,A4,A0,306.0,150.0,7,A0,A1
1.79,A1,A4,A1,102.0,150.0,6,A1,A2
4.5,A0,A4,A1,109.0,125.0,10,A1,A1
0.0,A0,A7,A2,0.0,100.0,0,A2,A0
0.7,A1,A7,A2,41.0,150.0,7,A1,A1
13.9,A0,A4,A0,,150.0,5,A1,A1
19.95,A1,A6,A1,140.0,40.0,9,A0,A1
5.6,A0,A8,A1,105.0,150.0,8,A1,A1
0.3,A0,A2,A2,0.0,150.0,2,A0,A0
13.0,A0,A6,A1,126.0,50.0,10,A0,A1
4.5,A0,A0,A1,179.0,150.0,10,A1,A1
12.0,A0,A4,A1,163.0,125.0,11,A1,A1
1.899,A0,A4,A1,105.0,150.0,1,A0,A1
0.85,A0,A0,A0,170.0,150.0,7,A1,A0
2.099,A0,,A1,60.0,150.0,6,A0,A1
0.95,A1,A4,A0,173.0,150.0,9,A0,A0
1.45,A1,A3,A1,120.0,150.0,10,A0,A1
0.1,A0,A2,A1,0.0,150.0,8,A0,A0
7.45,A1,A5,A0,218.0,150.0,12,A1,A0
0.95,A1,,A1,120.0,150.0,12,A0,A0
1.65,A0,A8,A1,0.0,150.0,6,A2,A1
0.85,A0,A2,A1,53.0,80.0,10,A2,A2
2.5,A0,A4,A1,150.0,150.0,5,A0,A1
2.5,A1,A4,A1,118.0,150.0,8,A0,A1
1.099,A1,A4,A1,103.0,150.0,3,A0,A1
0.85,A0,A2,A1,0.0,150.0,7,A2,A1
8.5,A0,A6,A1,180.0,80.0,0,A0,A2
1.9,A1,A7,A1,90.0,90.0,6,A2,A1
1.0,A1,A4,A1,101.0,150.0,0,A2,A2
3.15,A0,A4,A1,150.0,150.0,3,A1,A1
1.0,A0,A6,A1,90.0,150.0,3,A3,A2
0.8,A0,A2,A0,60.0,150.0,8,A0,A0
0.15,A0,A3,A1,54.0,90.0,6,A0,A2
0.5,A0,A7,A1,0.0,125.0,4,A0,A1
1.9,A1,A4,A2,95.0,150.0,9,A1,A1
0.999,A0,A0,A1,75.0,125.0,9,A0,A2
5.0,A1,A4,A1,75.0,70.0,6,A0,A1
6.39,A1,A5,A0,201.0,150.0,12,A3,A1
0.025,A1,A3,A1,0.0,5.0,0,A2,A2
0.0,A0,A1,A1,109.0,150.0,9,A1,A1
20.9,A1,A3,A0,272.0,60.0,7,A0,A1
11.8,A1,A0,A0,129.0,150.0,12,A0,A1
2.8,A1,,A1,75.0,125.0,7,A0,A1
3.8,A1,,A1,110.0,150.0,5,A0,A1
10.995,A0,A4,A1,192.0,100.0,3,A0,A1
2.444,A1,A0,A0,197.0,150.0,10,A1,A1
0.0,A1,A0,A1,,150.0,0,A1,A1
6.5,A0,A8,A1,102.0,125.0,12,A0,A2
8.35,A0,A8,A1,220.0,125.0,1,A0,A2
3.8,A0,A4,A1,95.0,150.0,3,A0,A2
2.5,A0,A2,A1,60.0,90.0,3,A0,A1
0.0,A0,A7,A2,160.0,30.0,0,A2,A2
0.7,A0,A2,A1,,150.0,1,A0,A1
1.75,A1,,A1,110.0,150.0,12,A1,A2
3.6,A1,A2,A1,64.0,100.0,12,A0,A2
0.0,A1,A2,A1,0.0,150.0,1,A2,A1
16.0,A1,A6,A1,140.0,80.0,4,A1,A1
6.99,A1,A4,A0,122.0,150.0,5,A1,A1
3.699,A0,A0,A1,150.0,150.0,6,A1,A1
22.5,A1,,A0,286.0,100.0,6,A0,A1
7.8,A0,A4,A1,116.0,125.0,5,A0,A1
44.0,A1,A5,A0,258.0,5.0,6,A1,A1
3.75,A1,A4,A1,143.0,150.0,9,A0,A1
3.2,A0,A1,A0,5.0,40.0,9,A1,A1
2.3,A0,A4,A0,211.0,150.0,12,A0,A1
2.75,A1,A0,A1,131.0,150.0,2,A0,A1
2.3,A1,A4,A1,,150.0,11,A0,A1
2.69,A0,A7,A1,145.0,150.0,12,A0,A1
18.3,A1,A7,A0,170.0,80.0,5,A2,A1
23.0,A1,A3,A0,,80.0,8,A0,A1
1.5,A0,A4,A0,177.0,150.0,11,A0,A1
2.0,A0,A0,A1,0.0,150.0,3,A1,A2
8.4,A0,,A0,272.0,150.0,11,A0,A1
5.7,A0,A3,A1,0.0,150.0,5,A0,A1
15.0,A0,A8,A0,,30.0,8,A0,A1
14.9,A0,A6,A1,143.0,50.0,3,A0,A1
0.0,A1,A6,A1,0.0,150.0,5,A0,A2
1.6,A1,A7,A1,75.0,150.0,6,A2,A1
1.2,A1,A2,A1,50.0,150.0,4,A0,A1
19.5,A1,A0,A0,239.0,150.0,1,A1,A1
7.1,A0,A2,A1,82.0,80.0,5,A0,A1
3.8,A0,A4,A1,143.0,100.0,1,A0,A1
1.6,A1,A4,A1,0.0,150.0,7,A1,A0
1.5,A1,A0,A1,129.0,150.0,9,A1,A0
13.9,A0,A5,A1,150.0,60.0,12,A0,A1
7.0,A1,A4,A1,124.0,100.0,3,A0,A1
1.8,A0,A4,A1,60.0,100.0,12,A0,A0
1.5,A1,A4,A1,90.0,150.0,6,A0,A1
9.9,A0,A0,A1,179.0,125.0,5,A0,A1
0.699,A1,A2,A1,60.0,125.0,11,A0,A2
2.35,A1,A4,A1,0.0,150.0,6,A0,A2
10.5,A1,,A2,143.0,125.0,0,A1,A2
0.65,A0,A7,A2,0.0,5.0,0,A0,A1
0.95,A1,A0,A1,150.0,150.0,7,A1,A0
2.45,A0,A2,A1,58.0,150.0,5,A0,A1
1.38,A1,A7,A1,101.0,150.0,9,A0,A0
1.2,A0,A7,A1,115.0,20.0,0,A0,A1
1.25,A1,A0,A1,131.0,150.0,2,A0,A1
5.8,A0,A0,A1,177.0,150.0,1,A1,A2
1.3,A0,A4,A0,,125.0,6,A0,A1
16.999,A1,A0,A1,179.0,90.0,2,A0,A1
0.0,A0,A7,A2,0.0,150.0,0,A2,A2
0.6,A0,A7,A2,0.0,150.0,0,A0,A1
0.15,A0,A2,A1,75.0,150.0,0,A2,A0
0.299,A0,A2,A0,88.0,150.0,1,A0,A2
1.9,A0,A8,A1,58.0,150.0,10,A1,A2
0.799,A1,A2,A1,75.0,50.0,1,A0,A1
2.8,A1,A7,A1,104.0,150.0,7,A2,A1
6.199,A0,A4,A1,125.0,125.0,7,A0,A1
9.499,A0,A4,A1,177.0,150.0,9,A1,A1
0.3,A0,A2,A1,0.0,150.0,6,A0,A2
5.75,A1,A4,A1,143.0,125.0,3,A0,A1
18.0,A0,A6,A1,45.0,5.0,8,A0,A1
13.9,A0,A0,A0,125.0,100.0,1,A1,A1
0.75,A0,A0,A1,150.0,150.0,0,A1,A0
0.5,A0,A2,A1,54.0,150.0,12,A0,A1
6.5,A1,A6,A1,,100.0,3,A0,A1
5.8,A0,A4,A0,193.0,125.0,0,A0,A2
13.9,A0,A4,A1,105.0,40.0,2,A1,A2
0.649,A1,A7,A1,45.0,150.0,6,A1,A1
1.75,A0,A0,A1,116.0,150.0,11,A1,A0
20.9,A0,A4,A1,122.0,10.0,10,A0,A1
0.001,A1,A4,A0,272.0,5.0,10,A0,A2
19.99,A0,A0,A1,143.0,80.0,10,A1,A1
1.699,A0,A2,A1,0.0,150.0,3,A0,A2
5.949,A0,A4,A0,235.0,125.0,7,A1,A1
0.8,A1,A4,A1,110.0,150.0,2,A1,A2
3.5,A0,A8,A1,140.0,150.0,7,A1,A0
3.5,A1,A4,A1,163.0,150.0,11,A1,A0
2.0,A1,A0,A1,75.0,150.0,6,A0,A0
150.0,A1,A3,A0,540.0,5.0,3,A0,A1
3.8,A0,A8,A1,110.0,150.0,7,A3,A1
6.999,A1,A8,A1,120.0,150.0,6,A1,A1
15.75,A1,A4,A0,160.0,40.0,3,A0,A2
7.45,A1,A3,A1,192.0,150.0,11,A0,A1
9.999,A0,A4,A0,272.0,150.0,6,A1,A2
3.9,A0,A2,A1,75.0,150.0,2,A0,A1
8.0,A1,A2,A1,0.0,5.0,2,A0,A1
4.49,A1,A8,A1,,125.0,8,A1,A1
4.6,A0,A0,A0,143.0,150.0,6,A1,A1
14.2,A1,A8,A0,170.0,150.0,8,A1,A1
0.9,A0,A0,A1,75.0,150.0,4,A0,A1
5.5,A0,A8,A1,204.0,150.0,8,A0,A2
0.0,A1,A7,A1,105.0,150.0,3,A0,A0
35.5,A1,A0,A1,300.0,10.0,3,A0,A1
12.9,A1,A4,A0,182.0,125.0,7,A0,A1
3.4,A0,A4,A0,193.0,150.0,8,A0,A1
9.3,A1,,A1,75.0,60.0,5,A2,A1
8.99,A0,A2,A1,95.0,30.0,7,A0,A1
15.9,A1,A0,A1,140.0,125.0,4,A1,A1
1.55,A1,,A1,90.0,125.0,7,A0,A2
3.95,A0,A2,A1,80.0,125.0,10,A0,A1
0.8,A1,A0,A1,90.0,150.0,0,A1,A2
2.2,A0,A6,A1,,150.0,9,A0,A1
1.5,A1,,A1,82.0,150.0,7,A2,A0
2.2,A1,A2,A1,75.0,5.0,1,A0,A1
4.95,A1,A2,A1,80.0,125.0,12,A0,A1
14.5,A0,A4,A0,143.0,125.0,2,A2,A1
0.6,A1,A4,A1,75.0,150.0,3,A0,A1
7.99,A0,,A1,114.0,150.0,7,A1,A1
0.2,A0,A7,A1,75.0,150.0,0,A2,A2
1.999,A1,A4,A1,125.0,150.0,3,A0,A1
0.999,A0,A0,A1,115.0,150.0,5,A0,A2
2.299,A1,A8,A1,120.0,150.0,9,A1,A1
0.25,A0,A2,A1,,150.0,5,A0,A2
1.799,A0,A0,A1,101.0,150.0,12,A1,A1
2.2,A1,A6,A1,101.0,150.0,1,A0,A2
10.6,A1,A0,A0,224.0,150.0,12,A1,A1
3.05,A1,A2,A0,101.0,70.0,6,A0,A1
0.65,A0,A2,A1,90.0,150.0,5,A0,A1
8.15,A1,A4,A0,170.0,150.0,11,A1,A1
6.9,A0,,A1,179.0,150.0,6,A0,A1
11.999,A1,A4,A0,105.0,80.0,1,A1,A1
1.699,A1,A4,A0,155.0,150.0,5,A1,A1
1.8,A0,A0,A1,109.0,150.0,2,A0,A2
1.75,A1,A6,A1,150.0,150.0,12,A0,A1
0.0,A0,A7,A2,0.0,5.0,0,A2,A2
12.7,A0,A4,A1,235.0,150.0,6,A1,A1
0.32,A0,A2,A1,54.0,150.0,2,A0,A2
1.599,A0,,A1,116.0,150.0,3,A0,A1
3.2,A1,A4,A1,,150.0,10,A1,A1
0.6,A0,A0,A1,0.0,150.0,5,A0,A0
0.25,A1,A0,A1,0.0,150.0,5,A0,A0
0.7,A1,A7,A1,60.0,150.0,5,A1,A1
1.2,A0,A4,A1,101.0,150.0,12,A3,A0
8.8,A1,A6,A0,192.0,150.0,6,A3,A1
6.4,A1,A4,A1,105.0,150.0,11,A1,A1
0.8,A0,A4,A1,102.0,5.0,4,A0,A1
3.333,A0,A4,A1,26.0,50.0,0,A2,A1
2.999,A1,A4,A0,136.0,150.0,12,A0,A1
14.5,A0,A4,A1,200.0,125.0,10,A0,A2
20.7,A0,A4,A1,184.0,40.0,7,A1,A1
2.8,A0,A0,A1,184.0,150.0,1,A1,A1
0.45,A0,A2,A1,55.0,150.0,1,A0,A1
2.5,A1,,A2,0.0,150.0,0,A1,A2
3.0,A0,A4,A1,101.0,150.0,4,A1,A1
0.18,A0,A2,A1,60.0,150.0,7,A0,A0
2.5,A0,A2,A1,110.0,90.0,4,A0,A1
1.0,A0,A7,A1,65.0,150.0,3,A2,A1
3.8,A0,A0,A1,116.0,150.0,4,A1,A1
4.8,A1,A0,A1,140.0,150.0,2,A1,A1
0.48,A0,A4,A1,60.0,150.0,12,A0,A1
5.75,A1,A2,A0,72.0,50.0,6,A0,A1
25.0,A1,A3,A0,271.0,90.0,7,A0,A1
1.8,A0,A4,A1,101.0,60.0,1,A0,A1
1.999,A0,A4,A0,150.0,150.0,0,A3,A2
3.5,A1,A1,A1,150.0,150.0,6,A0,A1
27.5,A1,A0,A0,170.0,70.0,12,A1,A1
2.3,A0,,A1,140.0,150.0,7,A0,A0
3.55,A1,A7,A2,55.0,70.0,7,A0,A2
12.0,A0,A8,A1,140.0,150.0,1,A1,A1
23.4,A0,A4,A1,184.0,40.0,7,A0,A1
0.699,A0,,A1,83.0,100.0,9,A0,A0
9.48,A1,A4,A0,286.0,150.0,10,A0,A1
0.999,A0,A4,A1,150.0,150.0,2,A1,A0
0.999,A0,A4,A1,115.0,150.0,3,A0,A0
0.85,A1,A2,A1,50.0,150.0,7,A0,A0
0.0,A0,A4,A1,90.0,150.0,10,A0,A2
2.1,A0,A0,A0,120.0,150.0,5,A1,A2
0.595,A1,A2,A1,82.0,150.0,1,A0,A1
2.99,A0,A6,A0,54.0,30.0,11,A0,A1
2.3,A0,A2,A0,,150.0,12,A0,A1
9.999,A1,A4,A0,286.0,150.0,4,A0,A1
14.7,A0,A4,A1,86.0,30.0,11,A0,A1
15.9,A1,A5,A0,190.0,150.0,1,A1,A1
4.25,A0,A4,A1,90.0,70.0,1,A1,A2
3.0,A1,A2,A1,75.0,150.0,9,A0,A1
1.5,A0,A2,A1,70.0,150.0,1,A0,A2
1.25,A0,A4,A0,111.0,150.0,9,A1,A1
0.99,A0,A0,A1,110.0,150.0,7,A1,A1
6.85,A0,A4,A1,122.0,150.0,11,A1,A1
28.999,A1,A4,A0,218.0,30.0,10,A1,A1
1.15,A1,A4,A1,125.0,150.0,8,A1,A1
1.0,A1,A2,A1,,150.0,0,A2,A1
2.2,A0,A8,A1,0.0,150.0,3,A0,A1
5.8,A1,A8,A1,109.0,150.0,5,A1,A0
0.0,A1,A4,A0,334.0,150.0,11,A3,A1
9.99,A0,A8,A1,,125.0,2,A0,A1
9.499,A1,A3,A1,163.0,60.0,10,A0,A1
8.1,A1,,A0,184.0,150.0,3,A1,A1
22.6,A0,A4,A0,177.0,20.0,9,A1,A1
12.2,A1,A3,A1,213.0,90.0,10,A0,A1
6.8,A1,A4,A0,231.0,150.0,11,A0,A1
5.4,A0,A2,A1,68.0,30.0,3,A0,A1
0.0,A0,A7,A2,0.0,5.0,0,A2,A2
2.45,A0,A4,A0,231.0,150.0,0,A2,A2
1.9,A1,A0,A1,68.0,150.0,7,A0,A1
0.48,A0,A2,A1,0.0,125.0,0,A0,A2
3.999,A1,A6,A2,,150.0,6,A1,A2
0.65,A1,A4,A1,99.0,150.0,7,A0,A0
0.35,A0,,A1,120.0,150.0,10,A0,A0
2.6,A0,A4,A1,50.0,50.0,12,A0,A1
3.1,A1,A3,A1,169.0,150.0,4,A0,A0
4.5,A1,A4,A1,102.0,150.0,6,A0,A2
0.999,A1,A2,A1,58.0,150.0,2,A0,A2
2.8,A1,A8,A1,105.0,150.0,4,A1,A1
4.5,A1,A0,A2,,150.0,0,A1,A2
1.999,A0,A0,A1,109.0,125.0,2,A0,A2
2.4,A1,A8,A1,116.0,150.0,2,A0,A1
2.6,A1,A8,A1,113.0,150.0,10,A0,A1
7.0,A0,A8,A1,116.0,125.0,6,A0,A1
0.0,A0,A7,A2,0.0,5.0,0,A2,A2
1.3,A0,A2,A1,60.0,125.0,9,A0,A1
1.6,A1,,A1,75.0,150.0,12,A0,A1
0.6,A0,A4,A1,122.0,150.0,12,A0,A0
